OTU_id,lineage,kingdom,genus,species
162904,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,Eukaryota,Oithona,sp.
17713,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|53|Gymnodiniaceae|Gyrodinium_05,Eukaryota,Gyrodinium,NA
155005,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2818376,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
158172,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Paracalanus|Paracalanus+aculeatus,Eukaryota,Paracalanus,aculeatus
87494,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
65427,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|18|Gonyaulacaceae|Gonyaulax_06|cochlea,Eukaryota,Gonyaulax,NA
210028,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06,Eukaryota,Blastodinium,NA
2820462,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
2822418,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum,Eukaryota,Collozoum,NA
163600,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
2825285,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
91963,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2826819,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|conicum,Eukaryota,Protoperidinium,NA
2827395,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Euchaeta,Eukaryota,Euchaeta,NA
2828668,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
228306,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|12|Prorocentraceae|Prorocentrum_12,Eukaryota,Prorocentrum,NA
2830742,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
18337,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02,Eukaryota,Protoperidinium,NA
55433,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira+aestivalis,Eukaryota,Thalassiosira,aestivalis
233200,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
2835525,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
19620,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
2836331,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
2837192,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|03|Prorocentraceae|Prorocentrum_03|levis,Eukaryota,Prorocentrum,NA
2837263,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,Eukaryota,Corycaeus,speciosus
2837359,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
2838100,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
2838230,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
2839121,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
56554,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
59579,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|affine,Eukaryota,Alexandrium,NA
2842610,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
2843872,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
2844585,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Metridia|Metridia+gerlachei,Eukaryota,Metridia,gerlachei
99550,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Leptocylindrus|Leptocylindrus+minimus,Eukaryota,Leptocylindrus,minimus
2845348,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
32529,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|05|Blastodiniaceae|Blastodinium_01|contortum,Eukaryota,Blastodinium,NA
2846684,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
2847630,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
2847909,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
2848910,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum,Eukaryota,Collozoum,NA
2849666,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Subeucalanus|Subeucalanus+mucronatus,Eukaryota,Subeucalanus,mucronatus
2854317,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Subeucalanus|Subeucalanus+mucronatus,Eukaryota,Subeucalanus,mucronatus
2855276,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
2856170,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2856887,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|53|Gymnodiniaceae|Gyrodinium_05|sp.,Eukaryota,Gyrodinium,NA
210677,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+inerme,Eukaryota,Collozoum,inerme
2857367,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Thalassicolla|Thalassicolla+nucleata,Eukaryota,Thalassicolla,nucleata
2858394,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2860292,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
76887,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+rostratus,Eukaryota,Chaetoceros,rostratus
2862296,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
71777,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-4|Euduboscquella,Eukaryota,Euduboscquella,NA
2862636,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Dinophysiales|03|Dinophysiaceae|Dinophysis_03|acuminata,Eukaryota,Dinophysis,NA
401,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
237996,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
74411,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|30|Peridiniaceae|Peridinium_05|sociale,Eukaryota,Peridinium,NA
2868513,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
2868626,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02,Eukaryota,Blastodinium,NA
2868886,Eukaryota|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Metschnikowia|Metschnikowia+sp.,Eukaryota,Metschnikowia,sp.
2871162,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02,Eukaryota,Protoperidinium,NA
186409,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
2872857,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|tamiyavanichii,Eukaryota,Alexandrium,NA
216396,Eukaryota|Archaeplastida|Chlorophyta|Pedinophyceae|Pedinomonadales|Pedinomonadales_X|Pedinomonas|Pedinomonas+minor,Eukaryota,Pedinomonas,minor
108792,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
2878936,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|05|Blastodiniaceae|Blastodinium_01|contortum,Eukaryota,Blastodinium,NA
2883737,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02,Eukaryota,Protoperidinium,NA
2884300,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
2886552,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|punctulatum,Eukaryota,Protoperidinium,NA
141993,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
19257,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,Eukaryota,Corycaeus,speciosus
97854,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|affine,Eukaryota,Alexandrium,NA
2893432,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
205495,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
53592,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
2898889,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|22|Heterocapsaceae|Heterocapsa_01|rotundata,Eukaryota,Heterocapsa,NA
81569,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
181148,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
75841,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2904756,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
2905474,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|37|Peridiniaceae|Peridinium_06|wierzejskii,Eukaryota,Peridinium,NA
199793,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
19431,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Metridia,Eukaryota,Metridia,NA
2907328,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
2907558,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Pterocorys|Pterocorys+zancleus,Eukaryota,Pterocorys,zancleus
2907768,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2911234,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
132612,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira+aestivalis,Eukaryota,Thalassiosira,aestivalis
2913338,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|tamiyavanichii,Eukaryota,Alexandrium,NA
180187,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum,Eukaryota,Collozoum,NA
22314,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2915930,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2916617,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2918227,Eukaryota|Rhizaria|Cercozoa|Filosa-Phaeodarea|Phaeocystida|Aulacanthidae|Aulacantha|Aulacantha+scolymantha,Eukaryota,Aulacantha,scolymantha
2918266,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Amphibelone|Amphibelone+anomala,Eukaryota,Amphibelone,anomala
64934,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2920218,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Temora|Temora+turbinata,Eukaryota,Temora,turbinata
227371,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2921988,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
2923236,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
2925363,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
2926589,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
2926892,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2927558,Eukaryota|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Metschnikowia|Metschnikowia+sp.,Eukaryota,Metschnikowia,sp.
2928131,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Eucampia,Eukaryota,Eucampia,NA
55491,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
232897,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+inerme,Eukaryota,Collozoum,inerme
226661,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|23|Blastodiniaceae|Blastodinium_04|galatheanum,Eukaryota,Blastodinium,NA
111453,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
2933896,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2936135,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+ovodimare,Eukaryota,Sphaerozoum,ovodimare
2936743,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
2939551,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
2941001,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Subeucalanus|Subeucalanus+subtenuis,Eukaryota,Subeucalanus,subtenuis
158179,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
2942794,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+setosa,Eukaryota,Lithomelissa,setosa
2942814,Eukaryota|Archaeplastida|Chlorophyta|Pedinophyceae|Pedinomonadales|Pedinomonadales_X|Pedinomonas|Pedinomonas+minor,Eukaryota,Pedinomonas,minor
2943407,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira+punctigera,Eukaryota,Thalassiosira,punctigera
2945125,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
22456,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
192896,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
2946350,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
80585,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,Eukaryota,Collozoum,serpentinum
238351,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
2947199,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
2948737,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+sp.,Eukaryota,Chaetoceros,sp.
2949108,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,Eukaryota,Corycaeus,speciosus
2951973,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Eucampia,Eukaryota,Eucampia,NA
2952218,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,Eukaryota,Corycaeus,speciosus
2952773,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|divergens,Eukaryota,Protoperidinium,NA
228985,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+inerme,Eukaryota,Collozoum,inerme
10303,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
2956552,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|crassipes,Eukaryota,Protoperidinium,NA
2957338,Eukaryota|Rhizaria|Cercozoa|Filosa-Phaeodarea|Phaeocystida|Aulacanthidae|Aulacantha|Aulacantha+scolymantha,Eukaryota,Aulacantha,scolymantha
2959040,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
2959296,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|divergens,Eukaryota,Protoperidinium,NA
2962406,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
10436,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
2963915,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
109305,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+longiremis,Eukaryota,Acartia,longiremis
2964375,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+longiremis,Eukaryota,Acartia,longiremis
195727,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|31|Peridiniaceae|Scrippsiella_07|nutricula,Eukaryota,Scrippsiella,NA
2965850,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
2966706,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|crassipes,Eukaryota,Protoperidinium,NA
2967195,Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis,Eukaryota,Phaeocystis,NA
2967702,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
2969154,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
44007,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
2972864,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,Eukaryota,Solenicola,sp.
40358,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Paracalanus|Paracalanus+aculeatus,Eukaryota,Paracalanus,aculeatus
2974153,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
2975394,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
2975647,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|53|Gymnodiniaceae|Gyrodinium_05|sp.,Eukaryota,Gyrodinium,NA
2978240,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
2978388,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+sp.,Eukaryota,Chaetoceros,sp.
2979140,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+sp.,Eukaryota,Chaetoceros,sp.
139462,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
80345,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
