Ecological interaction type,High_Level_Tax_org1,genus_org1,species_org1,Accession_org1,High_Level_Tax_org2,genus_org2,species_org2,Accession_org2,Bib_ref,Bib_link,Observation_type
par,NA,Amoebophrya,NA,JN998202,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998203,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998204,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998205,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998206,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998207,NA,Dinophysis,acuminata,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998208,NA,Phalacroma,rotundatum,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998209,NA,Phalacroma,rotundatum,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998210,NA,Phalacroma,rotundatum,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998211,NA,Phalacroma,rotundatum,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998212,NA,Phalacroma,rotundatum,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998213,NA,Prorocentrum,micans,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JN998214,NA,Prorocentrum,micans,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
par,NA,Amoebophrya,NA,JQ038241,NA,Prorocentrum,micans,NA,(Alves-De-Souza et al. 2012),10.3354/ame01567,3
symb,Prymnesiophyceae,NA,NA,NA,NA,Dictyocoryne,truncatum,NA,(Anderson & Matsuoka 1992),http://cat.inist.fr/?aModele=afficheN&cpsidt=4495971,2
symb,Prymnesiophyceae,NA,NA,NA,NA,Spongodrymus,NA,NA,(Anderson 1983),http://books.google.fr/books?id=G7DCuFhlAbUC,2
symb,Dinophyceae,NA,NA,NA,NA,Collosphaera,NA,NA,(Anderson et al. 1985),10.1017/S0025315400060951,2
symb,Chrysophyceae-Synurophyceae,NA,NA,NA,NA,Physematium,muelleri,NA,(Anderson et al. 1986),http://www.biolbull.org/content/171/1/175.short,2
symb,Dinophyceae,NA,NA,NA,NA,Spongaster,tetras,NA,(Anderson et al. 1989),10.1016/0377-8398(89)90013-3,2
symb,Dinophyceae,NA,NA,NA,NA,Tetrapetalon,elegans,NA,(Anderson et al. 1998),http://agris.fao.org/agris-search/search/display.do?f=1998/US/US98140.xml;US1997067057,2
symb,NA,Scrippsiella,NA,NA,NA,Collozoum,NA,NA,(Anderson et al. 1998),http://agris.fao.org/agris-search/search/display.do?f=1998/US/US98140.xml;US1997067057,2
par,NA,Amoebophrya,NA,GQ152565,NA,Karlodinium,veneficum,NA,(Bachvaroff et al. 2009),10.1111/j.1550-7408.2009.00433.x,3
symb,Prymnesiophyceae,NA,NA,NA,NA,Pulleniatina,obliquiloculata,NA,(Bé et al. 1977),http://www.jstor.org/stable/1485330,2
par,Syndiniales,NA,NA,HQ446964,NA,Actinomma,boreale,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446966,NA,Actinomma,boreale,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446967,NA,Actinomma,boreale,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446973,NA,Ceratospyris,hyperborea,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446971,NA,Challengeron,diodon,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446970,NA,Cladococcus,viminalis,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446961,NA,Hexacontium,gigantheum,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446962,NA,Hexacontium,gigantheum,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446968,NA,Hexacontium,gigantheum,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446965,NA,Lithomelissa,setosa,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446972,NA,Phorticium,clevei,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446969,NA,Phorticium,pylonium,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,HQ446963,NA,Streblacantha,circumtexta,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
par,Syndiniales,NA,NA,JN190886,NA,Streblacantha,circumtexta,NA,(Bråte et al. 2012),10.1016/j.protis.2012.04.004,1
symb,NA,Solenicola,setigera,NA,NA,Leptocylindrus,mediterraneus,NA,(Buck & Bentham 1998),10.1007/s002270050401,2
par,NA,Amoebophrya,acanthometrae,NA,NA,Acanthometra,pellucida,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,ceratii,NA,Dinoflagellates,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,grassei,NA,NA,Oodinium,acanthometrae,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,leptodisci,NA,NA,Leptodiscus,medusoides,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,rosei,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,rosei,NA,Sagittoidea,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,sticholonchae,NA,NA,Sticholonche,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Amoebophrya,tintinni,NA,NA,Xystonella,lohmanni,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Apodinium,chattoni,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Apodinium,mycetoides,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Apodinium,rhizophorum,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Apodinium,zygorhizum,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Atlanticellodinium,tregouffi,NA,NA,Planktonetta,atlantica,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Cachonella,echinaria,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Cachonella,paradoxa,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Cystodinedria,inermis,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Cystodinium,bataviense,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Haplozoon,inerme,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Keppenodinium,lobatum,NA,NA,Plegmosphaera,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Keppenodinium,mycetoides,NA,NA,Spongosphaera,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Keppenodinium,piriforme,NA,NA,Actinosphaera,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Myxodinium,pipiens,NA,NA,Halosphaera,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Oodinium,acanthometrae,NA,NA,Acanthometra,pellucida,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Oodinium,fritillariae,NA,NA,Fritillaria,pellucida,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Protoodinium,chattoni,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Protoodinium,hovassei,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Solenodinium,denseum,NA,NA,Thalassicolla,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Solenodinium,fallax,NA,NA,Thalassicolla,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Solenodinium,leptotaemia,NA,NA,Thalassicolla,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Sphaeripara,catenata,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Sphaeripara,paradoxa,NA,Appendicularia,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Stylodinium,gastrophilum,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Stylodinium,globusum,NA,Hydrozoa,NA,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,astutum,NA,NA,Sphaerozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,belari,NA,NA,Collozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,borgerti,NA,NA,Aulacantha,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,brandti,NA,NA,Collozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,breve,NA,NA,Sphaerozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,chattoni,NA,NA,Sphaerozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,dolosum,NA,NA,Sphaerozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,globiforme,NA,NA,Collozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,insidiosum,NA,NA,Collozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,mendax,NA,NA,Myxosphaera,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
par,NA,Syndinium,vernale,NA,NA,Collozoum,NA,NA,(Cachon & Cachon 1987),http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf,2
symb,NA,Pedinomonas,symbiotica,NA,NA,Thalassolampe,margarodes,NA,(Cachon & Caram 1979),10.2216/i0031-8884-18-3-177.1,1
par,NA,Martelia,NA,NA,NA,Acartia,granii,NA,(Carrasco et al. 2007),10.1016/j.aquaculture.2007.03.030,1
par,NA,Amoebophrya,NA,HQ658161,NA,Scrippsiella,trochoidea,HQ658160,(Chambouvet et al. 2011),10.1016/j.protis.2010.12.001,3
par,NA,Amoebophrya,NA,HQ337038,NA,Alexandrium,tamarense,NA,(Chambouvet et al. 2011),10.1016/j.resmic.2011.03.002,3
par,NA,Amoebophrya,NA,HM483395,NA,Akashiwo,sanguinea,NA,(Coats et al. 2010),10.1111/j.1550-7408.2010.00504.x,3
par,NA,Amoebophrya,NA,HM483394,NA,Gymnodinium,instriatum,NA,(Coats et al. 2010),10.1111/j.1550-7408.2010.00504.x,3
par,NA,Duboscquodinium,collinii,HM483398,NA,Eutintinnus,fraknoii,NA,(Coats et al. 2010),10.1111/j.1550-7408.2010.00504.x,3
par,NA,Duboscquodinium,collinii,HM483399,NA,Eutintinnus,fraknoii,NA,(Coats et al. 2010),10.1111/j.1550-7408.2010.00504.x,3
par,NA,Tintinnophagus,acutus,HM483397,NA,Tintinnopsis,cylindrica,NA,(Coats et al. 2010),10.1111/j.1550-7408.2010.00504.x,3
par,NA,Euduboscquella,crenulata,JN606065,NA,Favella,panamensis,NA,(Coats et al. 2012),10.1111/j.1550-7408.2011.00588.x,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometra,fusca,JN811165,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometra,fusca,KC172856,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometra,pellucida,JN811190,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometra,pellucida,JN811196,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697708,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697709,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697710,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697711,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697712,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697713,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697714,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697715,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,JQ697716,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthometron,sp.,KC172861,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,conacanthus,JN811172,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,conacanthus,JN811188,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,conacanthus,JQ697705,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,purpurascens,JN811218,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,purpurascens,JN811224,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Acanthostaurus,purpurascens,KC172868,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphibelone,heteracanthum,JN811170,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphibelone,heteracanthum,JN811191,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphibelone,hydrotomica,NA,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphilonche,elongata,JN811151,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphilonche,elongata,JN811152,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphistaurus,complanatus,JN811192,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Amphistaurus,tetrapterus,JN811159,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Arthracanthida,sp.,KC172871,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Arthracanthida,sp.,KC172872,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Arthracanthida,sp.,KC172873,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Coleaspis,vaginata,JN811204,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Coleaspis,vaginata,JN811215,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Diploconus,fasces,NA,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Dorataspis,loricata,JN811166,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Dorataspis,loricata,JN811194,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Hexaconus,NA,NA,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Larcidium,dodecanthum,JN811193,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Larcidium,dodecanthum,KC172863,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Larcidium,dodecanthum,KC172864,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lithoptera,fenestrata,NA,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lithoptera,sp.,JQ706068,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lithoptera,sp.,KC172857,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lonchostaurus,rombicus,JN811150,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lonchostaurus,rombicus,JN811158,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811168,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811177,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811181,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811183,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811185,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Lychnaspis,giltschi,JN811186,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phractopelta,dorataspis,JN811178,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phractopelta,sarmentosa,JN811180,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,claparedi,JQ697717,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811148,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811149,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811160,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811162,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811179,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811187,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JN811226,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697698,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697699,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697701,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697702,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697703,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,cuspidatus,JQ697704,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,quadrangulus,JN811154,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,quadrangulus,JN811189,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,quadrangulus,JN811214,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,siculus,JN811153,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,siculus,JN811164,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Phyllostaurus,siculus,JN811173,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Stauracantha,orthostaura,JN811167,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Stauracantha,orthostaura,JN811200,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JN811213,(Decelle et al. 2012),10.1073/pnas.1212303109,3
